cliente_id;cliente_code;tipo_cliente;sexo;cod_postal;ciudad;estado;estudios;ocupacion;ingresos;tiene_hijos
3210;20250;Individuo;Masculino;4217;Gold Coast;Queensland;Partial College;Skilled Manual;50001-75000;Sí
3211;21704;Individuo;Masculino;98104;Seattle;Washington;Partial College;Clerical;25001-50000;Sí
3212;27513;Individuo;Femenino;3429;Sunbury;Victoria;High School;Skilled Manual;50001-75000;Sí
3213;20608;Individuo;Femenino;3429;Sunbury;Victoria;High School;Management;75001-100000;No
3214;25066;Individuo;Masculino;V8X;Royal Oak;British Columbia;Partial High School;Skilled Manual;50001-75000;Sí
3215;18656;Individuo;Masculino;90210;Beverly Hills;California;High School;Skilled Manual;25001-50000;Sí
3216;19921;Individuo;Femenino;80074;München;Hamburg;Bachelors ;Management;greater than 100000;Sí
3217;15346;Individuo;Masculino;90401;Santa Monica;California;Partial College;Professional;50001-75000;Sí
3218;23677;Individuo;Masculino;94941;Mill Valley;California;Bachelors ;Management;50001-75000;Sí
3219;23921;Individuo;Masculino;91054;Erlangen;Bayern;Bachelors ;Professional;25001-50000;No
3220;11677;Individuo;Masculino;V2W 1W2;Haney;British Columbia;Graduate Degree;Professional;50001-75000;Sí
3221;28551;Individuo;Masculino;59140;Dunkerque;Nord;Partial High School;Manual;0-25000;No
3222;26796;Individuo;Masculino;2055;North Sydney;New South Wales;Bachelors ;Management;25001-50000;Sí
3223;16617;Individuo;Masculino;3280;Warrnambool;Victoria;High School;Management;75001-100000;No
3224;20444;Individuo;Femenino;7001;Hobart;Tasmania;High School;Skilled Manual;75001-100000;Sí
3225;23476;Individuo;Masculino;V0;Sooke;British Columbia;Partial College;Professional;75001-100000;Sí
3226;13475;Individuo;Masculino;94063;Redwood City;California;Partial High School;Skilled Manual;50001-75000;Sí
3227;18598;Individuo;Masculino;94070;San Carlos;California;Bachelors ;Professional;25001-50000;No
3228;22646;Individuo;Femenino;SE1 8HL;London;England;High School;Manual;0-25000;Sí
3229;19686;Individuo;Masculino;94015;Daly City;California;Graduate Degree;Management;greater than 100000;Sí
3230;28241;Individuo;Masculino;98055;Renton;Washington;Partial College;Professional;75001-100000;Sí
3231;24272;Individuo;Femenino;2264;Silverwater;New South Wales;Partial High School;Clerical;0-25000;Sí
3232;15299;Individuo;Masculino;97355;Lebanon;Oregon;Bachelors ;Skilled Manual;25001-50000;Sí
3233;18863;Individuo;Masculino;91791;West Covina;California;High School;Professional;50001-75000;Sí
3234;28644;Individuo;Femenino;98168;Burien;Washington;Graduate Degree;Skilled Manual;25001-50000;Sí
3235;19831;Individuo;Masculino;94070;San Carlos;California;Partial College;Skilled Manual;50001-75000;Sí
3236;26598;Individuo;Masculino;98403;Tacoma;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
3237;19313;Individuo;Masculino;57000;Metz;Moselle;High School;Manual;0-25000;Sí
3238;28966;Individuo;Femenino;94519;Concord;California;High School;Professional;25001-50000;Sí
3239;14739;Individuo;Masculino;92806;La Jolla;California;Partial College;Clerical;25001-50000;Sí
3240;22210;Individuo;Femenino;2055;North Sydney;New South Wales;Bachelors ;Management;greater than 100000;Sí
3241;22899;Individuo;Masculino;92020;El Cajon;California;Bachelors ;Professional;50001-75000;Sí
3242;16216;Individuo;Masculino;98366;Port Orchard;Washington;Graduate Degree;Skilled Manual;50001-75000;No
3243;26408;Individuo;Femenino;SW1P 2NU;London;England;High School;Professional;greater than 100000;Sí
3244;26693;Individuo;Masculino;V7L 4J4;Vancouver;British Columbia;Partial College;Professional;50001-75000;Sí
3245;24188;Individuo;Masculino;GL50;Cheltenham;England;Partial College;Manual;0-25000;Sí
3246;25469;Individuo;Femenino;45000;Orleans;Loiret;High School;Manual;0-25000;Sí
3247;12174;Individuo;Masculino;90505;Torrance;California;Graduate Degree;Management;greater than 100000;Sí
3248;21678;Individuo;Masculino;MK8 8ZD;Milton Keynes;England;Partial High School;Manual;0-25000;No
3249;20678;Individuo;Femenino;91502;Burbank;California;Bachelors ;Skilled Manual;50001-75000;Sí
3250;21267;Individuo;Masculino;98366;Port Orchard;Washington;Bachelors ;Management;75001-100000;No
3251;14804;Individuo;Femenino;GL7 1RY;Gloucestershire;England;Partial High School;Manual;0-25000;Sí
3252;12770;Individuo;Masculino;90012;Los Angeles;California;Partial College;Clerical;25001-50000;Sí
3253;22200;Individuo;Femenino;2036;Matraville;New South Wales;High School;Professional;50001-75000;Sí
3254;29041;Individuo;Masculino;V8X;Royal Oak;British Columbia;Bachelors ;Management;75001-100000;No
3255;28655;Individuo;Masculino;98403;Tacoma;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
3256;28542;Individuo;Femenino;94310;Orly;Val de Marne;Partial College;Clerical;25001-50000;No
3257;15985;Individuo;Masculino;91977;Spring Valley;California;Bachelors ;Management;greater than 100000;Sí
3258;21255;Individuo;Femenino;3550;Bendigo;Victoria;Graduate Degree;Management;50001-75000;Sí
3259;28667;Individuo;Masculino;97330;Corvallis;Oregon;Bachelors ;Skilled Manual;50001-75000;Sí
3260;27742;Individuo;Masculino;97355;Lebanon;Oregon;High School;Skilled Manual;25001-50000;No
3261;16351;Individuo;Femenino;4700;Rockhampton;Queensland;Partial College;Skilled Manual;75001-100000;Sí
3262;22040;Individuo;Masculino;91364;Woodland Hills;California;Partial College;Skilled Manual;25001-50000;No
3263;26394;Individuo;Femenino;92081;Paris La Defense;Hauts de Seine;High School;Professional;50001-75000;Sí
3264;12528;Individuo;Masculino;99202;Spokane;Washington;Graduate Degree;Skilled Manual;50001-75000;Sí
3265;16167;Individuo;Masculino;3429;Sunbury;Victoria;Bachelors ;Professional;50001-75000;Sí
3266;12248;Individuo;Masculino;3220;Geelong;Victoria;High School;Manual;0-25000;Sí
3267;13582;Individuo;Femenino;W1X3SE;London;England;Partial College;Professional;greater than 100000;Sí
3268;22822;Individuo;Masculino;WA1;Warrington;England;High School;Professional;greater than 100000;Sí
3269;29105;Individuo;Femenino;91502;Burbank;California;High School;Skilled Manual;25001-50000;No
3270;21249;Individuo;Masculino;43215;Columbus;Ohio;High School;Skilled Manual;25001-50000;No
3271;16525;Individuo;Femenino;2580;Goulburn;New South Wales;Bachelors ;Clerical;0-25000;No
3272;24317;Individuo;Masculino;92625;Newport Beach;California;Graduate Degree;Management;greater than 100000;No
3273;28536;Individuo;Femenino;3550;Bendigo;Victoria;Bachelors ;Professional;50001-75000;Sí
3274;15836;Individuo;Masculino;91950;National City;California;Partial College;Skilled Manual;25001-50000;No
3275;28901;Individuo;Femenino;80074;München;Nordrhein-Westfalen;Bachelors ;Management;greater than 100000;Sí
3276;13796;Individuo;Femenino;40605;Duesseldorf;Hessen;Partial High School;Manual;0-25000;Sí
3277;13464;Individuo;Femenino;90210;Beverly Hills;California;Graduate Degree;Management;50001-75000;Sí
3278;18893;Individuo;Masculino;91932;Imperial Beach;California;Partial College;Skilled Manual;50001-75000;No
3279;17366;Individuo;Masculino;94536;Fremont;California;Bachelors ;Management;75001-100000;Sí
3280;11181;Individuo;Masculino;90012;Los Angeles;California;Graduate Degree;Management;greater than 100000;Sí
3281;17844;Individuo;Femenino;W1Y 3RA;London;England;Partial High School;Manual;0-25000;No
3282;20708;Individuo;Masculino;V3A 4R2;Langley;British Columbia;Bachelors ;Professional;50001-75000;Sí
3283;14246;Individuo;Masculino;91203;Glendale;California;Bachelors ;Management;75001-100000;Sí
3284;11675;Individuo;Masculino;98201;Everett;Washington;Graduate Degree;Professional;50001-75000;Sí
3285;22251;Individuo;Femenino;T2P 2G8;Calgary;Alberta;Graduate Degree;Professional;50001-75000;Sí
3286;17664;Individuo;Masculino;91941;Grossmont;California;High School;Clerical;25001-50000;Sí
3287;14789;Individuo;Femenino;48001;Münster;Saarland;High School;Manual;0-25000;Sí
3288;11993;Individuo;Femenino;2580;Goulburn;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
3289;25512;Individuo;Masculino;PE17;Bury;England;High School;Manual;0-25000;No
3290;22658;Individuo;Masculino;93000;Bobigny;Seine Saint Denis;High School;Manual;0-25000;Sí
3291;23635;Individuo;Masculino;SL67RJ;Maidenhead;England;High School;Management;greater than 100000;Sí
3292;23435;Individuo;Femenino;2036;Matraville;New South Wales;Bachelors ;Professional;50001-75000;No
3293;17675;Individuo;Femenino;98225;Bellingham;Washington;High School;Skilled Manual;25001-50000;Sí
3294;23612;Individuo;Femenino;45001;Essen;Hamburg;Partial College;Professional;75001-100000;Sí
3295;18839;Individuo;Masculino;V6B 3P7;Port Hammond;British Columbia;Partial College;Professional;75001-100000;Sí
3296;18713;Individuo;Femenino;2300;Newcastle;New South Wales;Graduate Degree;Management;75001-100000;Sí
3297;26634;Individuo;Masculino;94947;Novato;California;Partial College;Skilled Manual;50001-75000;Sí
3298;15181;Individuo;Femenino;6006;Perth;South Australia;High School;Skilled Manual;50001-75000;Sí
3299;27204;Individuo;Masculino;91910;Chula Vista;California;High School;Clerical;25001-50000;Sí
3300;15806;Individuo;Masculino;2500;Wollongong;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
3301;16461;Individuo;Femenino;YO15;York;England;Partial College;Clerical;25001-50000;No
3302;12856;Individuo;Femenino;W1N 9FA;London;England;Bachelors ;Skilled Manual;25001-50000;Sí
3303;16878;Individuo;Masculino;97330;Corvallis;Oregon;Graduate Degree;Management;25001-50000;Sí
3304;16022;Individuo;Masculino;98107;Ballard;Washington;Partial High School;Clerical;25001-50000;No
3305;25573;Individuo;Femenino;SW1P 2NU;London;England;Bachelors ;Clerical;25001-50000;Sí
3306;24982;Individuo;Masculino;91502;Burbank;California;Partial College;Professional;50001-75000;Sí
3307;19940;Individuo;Femenino;W1N 9FA;London;England;Partial College;Management;greater than 100000;Sí
3308;19672;Individuo;Femenino;4000;Brisbane;Queensland;Partial High School;Clerical;0-25000;Sí
3309;18605;Individuo;Masculino;98168;Burien;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
3310;25651;Individuo;Masculino;95010;Hof;Bayern;Bachelors ;Skilled Manual;25001-50000;Sí
3311;16663;Individuo;Femenino;3220;Geelong;Victoria;High School;Professional;50001-75000;Sí
3312;24492;Individuo;Masculino;90712;Lakewood;California;High School;Skilled Manual;25001-50000;No
3313;19660;Individuo;Masculino;95062;Santa Cruz;California;Bachelors ;Management;75001-100000;Sí
3314;26440;Individuo;Masculino;3000;Melbourne;Victoria;High School;Management;75001-100000;No
3315;21871;Individuo;Masculino;3977;Cranbourne;Victoria;Bachelors ;Professional;50001-75000;No
3316;26900;Individuo;Femenino;B29 6SL;Birmingham;England;Bachelors ;Manual;0-25000;Sí
3317;19242;Individuo;Masculino;94519;Concord;California;Graduate Degree;Skilled Manual;25001-50000;Sí
3318;18485;Individuo;Masculino;3000;Melbourne;Victoria;High School;Skilled Manual;75001-100000;Sí
3319;11535;Individuo;Masculino;97355;Lebanon;Oregon;Graduate Degree;Skilled Manual;50001-75000;Sí
3320;26034;Individuo;Femenino;4655;Hervey Bay;Queensland;Bachelors ;Professional;50001-75000;Sí
3321;28522;Individuo;Femenino;66272;Sulzbach Taunus;Saarland;Graduate Degree;Skilled Manual;50001-75000;No
3322;11584;Individuo;Masculino;66578;Neunkirchen;Saarland;Bachelors ;Skilled Manual;25001-50000;Sí
3323;19770;Individuo;Femenino;2138;Rhodes;New South Wales;High School;Skilled Manual;25001-50000;Sí
3324;24474;Individuo;Femenino;1002;Sydney;New South Wales;Bachelors ;Professional;50001-75000;No
3325;26819;Individuo;Masculino;66740;Saarlouis;Saarland;High School;Manual;0-25000;Sí
3326;11937;Individuo;Masculino;97301;Salem;Oregon;Partial College;Skilled Manual;25001-50000;No
3327;15638;Individuo;Femenino;MK8 8DF;Milton Keynes;England;Bachelors ;Clerical;25001-50000;Sí
3328;21718;Individuo;Masculino;91950;Lincoln Acres;California;Graduate Degree;Skilled Manual;50001-75000;Sí
3329;16629;Individuo;Femenino;2036;Matraville;New South Wales;High School;Management;greater than 100000;No
3330;23464;Individuo;Masculino;94070;San Carlos;California;Graduate Degree;Management;greater than 100000;Sí
3331;15432;Individuo;Masculino;94014;Colma;California;Partial College;Skilled Manual;50001-75000;No
3332;12321;Individuo;Femenino;91940;Les Ulis;Essonne;Partial High School;Skilled Manual;50001-75000;Sí
3333;22618;Individuo;Femenino;C2H 7AU;London;England;Graduate Degree;Clerical;25001-50000;No
3334;18759;Individuo;Masculino;V0;Sooke;British Columbia;Partial High School;Clerical;25001-50000;No
3335;16302;Individuo;Femenino;59170;Croix;Nord;High School;Manual;0-25000;Sí
3336;23653;Individuo;Masculino;3429;Sunbury;Victoria;High School;Management;75001-100000;No
3337;11684;Individuo;Masculino;98052;Redmond;Washington;Bachelors ;Professional;25001-50000;No
3338;18931;Individuo;Femenino;4810;Townsville;Queensland;High School;Skilled Manual;50001-75000;Sí
3339;22136;Individuo;Masculino;92020;El Cajon;California;Graduate Degree;Management;75001-100000;Sí
3340;19415;Individuo;Masculino;60323;Frankfurt;Hessen;Bachelors ;Clerical;25001-50000;Sí
3341;20691;Individuo;Masculino;V3A 4R2;Langley;British Columbia;Graduate Degree;Professional;50001-75000;No
3342;20316;Individuo;Femenino;5023;Findon;South Australia;High School;Skilled Manual;0-25000;Sí
3343;21852;Individuo;Masculino;34117;Kassel;Hessen;High School;Professional;75001-100000;Sí
3344;29141;Individuo;Femenino;94704;Berkeley;California;Bachelors ;Professional;50001-75000;Sí
3345;23294;Individuo;Femenino;98225;Bellingham;Washington;Graduate Degree;Skilled Manual;50001-75000;Sí
3346;21508;Individuo;Femenino;SL4 1RH;Berks;England;High School;Professional;greater than 100000;Sí
3347;13062;Individuo;Masculino;98501;Olympia;Washington;High School;Skilled Manual;25001-50000;No
3348;19594;Individuo;Femenino;4700;Rockhampton;Queensland;Bachelors ;Professional;50001-75000;No
3349;18628;Individuo;Femenino;31770;Colomiers;Garonne (Haute);Partial High School;Manual;0-25000;No
3350;24058;Individuo;Masculino;YO15;York;England;Bachelors ;Clerical;25001-50000;Sí
3351;25533;Individuo;Femenino;14197;Berlin;Nordrhein-Westfalen;Bachelors ;Manual;0-25000;Sí
3352;22070;Individuo;Masculino;94014;Colma;California;Bachelors ;Management;greater than 100000;Sí
3353;25735;Individuo;Femenino;53131;Bonn;Nordrhein-Westfalen;Graduate Degree;Clerical;25001-50000;Sí
3354;22283;Individuo;Masculino;97045;Oregon City;Oregon;Bachelors ;Skilled Manual;50001-75000;Sí
3355;29287;Individuo;Femenino;6105;Cloverdale;South Australia;Bachelors ;Professional;50001-75000;Sí
3356;14561;Individuo;Masculino;V9B 2C3;Shawnee;British Columbia;Bachelors ;Skilled Manual;25001-50000;Sí
3357;12130;Individuo;Femenino;33041;Paderborn;Hamburg;High School;Professional;greater than 100000;Sí
3358;15323;Individuo;Masculino;V9B 2C3;Shawnee;British Columbia;High School;Professional;25001-50000;Sí
3359;17796;Individuo;Masculino;59368;Werne;Nordrhein-Westfalen;Partial High School;Manual;0-25000;Sí
3360;27173;Individuo;Femenino;45001;Essen;Hamburg;Partial High School;Manual;0-25000;No
3361;23941;Individuo;Masculino;64283;Darmstadt;Hessen;Partial College;Clerical;25001-50000;Sí
3362;14249;Individuo;Masculino;91950;National City;California;Graduate Degree;Management;greater than 100000;Sí
3363;11749;Individuo;Masculino;2450;Coffs Harbour;New South Wales;Graduate Degree;Management;75001-100000;Sí
3364;15626;Individuo;Masculino;46236;Bottrop;Nordrhein-Westfalen;Partial College;Clerical;25001-50000;Sí
3365;18238;Individuo;Masculino;4551;Caloundra;Queensland;Graduate Degree;Management;75001-100000;Sí
3366;16712;Individuo;Femenino;2450;Coffs Harbour;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
3367;11264;Individuo;Masculino;98027;Issaquah;Washington;Partial College;Professional;75001-100000;Sí
3368;19157;Individuo;Masculino;98312;Bremerton;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
3369;17029;Individuo;Femenino;91502;Burbank;California;Partial College;Skilled Manual;50001-75000;Sí
3370;24291;Individuo;Masculino;98225;Bellingham;Washington;High School;Skilled Manual;25001-50000;No
3371;24587;Individuo;Femenino;4000;Brisbane;Queensland;Bachelors ;Professional;50001-75000;No
3372;25112;Individuo;Femenino;2580;Goulburn;New South Wales;Bachelors ;Professional;50001-75000;Sí
3373;24234;Individuo;Masculino;91791;West Covina;California;Partial College;Skilled Manual;50001-75000;No
3374;19586;Individuo;Masculino;4700;Rockhampton;Queensland;Bachelors ;Professional;50001-75000;No
3375;21486;Individuo;Femenino;91502;Burbank;California;Bachelors ;Management;50001-75000;Sí
3376;16263;Individuo;Masculino;85049;Ingolstadt;Bayern;Bachelors ;Clerical;25001-50000;No
3377;28240;Individuo;Masculino;98371;Puyallup;Washington;Partial College;Professional;75001-100000;No
3378;26947;Individuo;Femenino;CB4 4BZ;Cambridge;England;Partial College;Manual;0-25000;No
3379;17396;Individuo;Masculino;91932;Imperial Beach;California;Graduate Degree;Management;greater than 100000;Sí
3380;28222;Individuo;Masculino;97068;W. Linn;Oregon;High School;Professional;50001-75000;Sí
3381;22534;Individuo;Femenino;75016;Paris;Seine (Paris);Partial College;Clerical;25001-50000;No
3382;11697;Individuo;Masculino;94611;Oakland;California;Bachelors ;Skilled Manual;25001-50000;Sí
3383;25507;Individuo;Femenino;75003;Paris;Seine (Paris);Partial College;Clerical;25001-50000;Sí
3384;20784;Individuo;Masculino;91502;Burbank;California;Graduate Degree;Skilled Manual;50001-75000;Sí
3385;16593;Individuo;Femenino;B29 6SL;Birmingham;England;Partial College;Professional;greater than 100000;Sí
3386;16847;Individuo;Masculino;V2M1P1;Newton;British Columbia;Partial College;Professional;75001-100000;Sí
3387;12882;Individuo;Masculino;94070;San Carlos;California;Graduate Degree;Skilled Manual;25001-50000;Sí
3388;24800;Individuo;Masculino;98225;Bellingham;Washington;Graduate Degree;Professional;50001-75000;Sí
3389;15004;Individuo;Femenino;62200;Boulogne-sur-Mer;Pas de Calais;Partial High School;Manual;0-25000;No
3390;25051;Individuo;Femenino;2500;Wollongong;New South Wales;High School;Skilled Manual;75001-100000;Sí
3391;18919;Individuo;Masculino;V8P;Oak Bay;British Columbia;Partial College;Skilled Manual;50001-75000;No
3392;22110;Individuo;Masculino;97005;Beaverton;Oregon;Partial High School;Skilled Manual;50001-75000;Sí
3393;17918;Individuo;Femenino;2777;Springwood;New South Wales;Bachelors ;Clerical;0-25000;No
3394;28902;Individuo;Femenino;63009;Offenbach;Saarland;Bachelors ;Management;greater than 100000;Sí
3395;26640;Individuo;Masculino;V8Y 1L1;Cliffside;British Columbia;Graduate Degree;Professional;50001-75000;Sí
3396;13667;Individuo;Masculino;91940;Les Ulis;Essonne;Partial High School;Manual;0-25000;No
3397;20045;Individuo;Masculino;77680;Roissy en Brie;Seine et Marne;Bachelors ;Skilled Manual;25001-50000;Sí
3398;14253;Individuo;Masculino;91502;Burbank;California;Bachelors ;Management;greater than 100000;Sí
3399;24531;Individuo;Masculino;33041;Paderborn;Hamburg;Bachelors ;Management;greater than 100000;Sí
3400;25292;Individuo;Masculino;92102;San Diego;California;Bachelors ;Management;greater than 100000;No
3401;18092;Individuo;Masculino;V7L 4J4;N. Vancouver;British Columbia;Partial High School;Skilled Manual;25001-50000;Sí
3402;27132;Individuo;Masculino;CM11;Billericay;England;Partial College;Manual;0-25000;Sí
3403;18591;Individuo;Masculino;90802;Long Beach;California;Bachelors ;Skilled Manual;75001-100000;Sí
3404;26660;Individuo;Masculino;4169;East Brisbane;Queensland;Bachelors ;Professional;50001-75000;Sí
3405;24974;Individuo;Masculino;90802;Long Beach;California;Bachelors ;Management;50001-75000;Sí
3406;27926;Individuo;Masculino;78100;Saint Germain en Laye;Yveline;High School;Professional;75001-100000;Sí
3407;29008;Individuo;Masculino;91502;Burbank;California;Bachelors ;Management;50001-75000;Sí
3408;22895;Individuo;Masculino;V9B 2C3;Shawnee;British Columbia;Graduate Degree;Professional;50001-75000;Sí
3409;18478;Individuo;Masculino;90706;Bellflower;California;Partial College;Professional;50001-75000;No
3410;15876;Individuo;Masculino;V9;Metchosin;British Columbia;Bachelors ;Management;50001-75000;Sí
3411;25261;Individuo;Masculino;91941;Grossmont;California;High School;Skilled Manual;25001-50000;No
3412;15191;Individuo;Masculino;91910;Chula Vista;California;High School;Professional;50001-75000;No
3413;26593;Individuo;Masculino;91932;Imperial Beach;California;Graduate Degree;Management;greater than 100000;No
3414;12939;Individuo;Masculino;V9B 2C3;Shawnee;British Columbia;Bachelors ;Skilled Manual;75001-100000;Sí
3415;16623;Individuo;Masculino;2444;Port Macquarie;New South Wales;Bachelors ;Professional;greater than 100000;Sí
3416;23288;Individuo;Masculino;94611;Oakland;California;Graduate Degree;Skilled Manual;50001-75000;Sí
3417;19599;Individuo;Masculino;5023;Findon;South Australia;Partial College;Skilled Manual;50001-75000;Sí
3418;24230;Individuo;Masculino;2777;Springwood;New South Wales;High School;Skilled Manual;0-25000;Sí
3419;13560;Individuo;Masculino;60075;Frankfurt am Main;Saarland;Graduate Degree;Skilled Manual;25001-50000;No
3420;13987;Individuo;Masculino;V3A 4R2;Langley;British Columbia;High School;Skilled Manual;25001-50000;No
3421;25355;Individuo;Masculino;98020;Edmonds;Washington;Partial High School;Clerical;0-25000;Sí
3422;24841;Individuo;Masculino;92700;Colombes;Hauts de Seine;High School;Professional;75001-100000;Sí
3423;18436;Individuo;Masculino;90401;Santa Monica;California;Graduate Degree;Management;75001-100000;Sí
3424;17993;Individuo;Masculino;20354;Hamburg;Hamburg;High School;Manual;0-25000;Sí
3425;14931;Individuo;Masculino;75019;Paris;Seine (Paris);Graduate Degree;Clerical;25001-50000;No
3426;24932;Individuo;Masculino;94611;Oakland;California;High School;Professional;25001-50000;Sí
3427;29357;Individuo;Masculino;EM15;Esher-Molesey;England;Graduate Degree;Clerical;25001-50000;No
3428;19492;Individuo;Masculino;93290;Tremblay-en-France;Seine Saint Denis;Partial College;Clerical;25001-50000;Sí
3429;15549;Individuo;Masculino;V8Y 1L1;Cliffside;British Columbia;Partial College;Skilled Manual;25001-50000;No
3430;20710;Individuo;Masculino;EM15;Esher-Molesey;England;Bachelors ;Skilled Manual;25001-50000;Sí
3431;16884;Individuo;Masculino;98901;Yakima;Washington;High School;Professional;50001-75000;Sí
3432;23555;Individuo;Masculino;97005;Beaverton;Oregon;High School;Skilled Manual;25001-50000;No
3433;29460;Individuo;Masculino;3205;South Melbourne;Victoria;High School;Manual;0-25000;No
3434;23520;Individuo;Masculino;97301;Salem;Oregon;Partial College;Professional;25001-50000;Sí
3435;22420;Individuo;Masculino;57000;Metz;Moselle;High School;Manual;0-25000;Sí
3436;12332;Individuo;Masculino;75003;Paris;Seine (Paris);High School;Management;75001-100000;Sí
3437;22789;Individuo;Masculino;92102;San Diego;California;Partial High School;Skilled Manual;50001-75000;Sí
3438;24924;Individuo;Masculino;7001;Hobart;Tasmania;High School;Management;greater than 100000;No
3439;27557;Individuo;Masculino;V9;Metchosin;British Columbia;Partial College;Skilled Manual;50001-75000;Sí
3440;20410;Individuo;Masculino;99202;Spokane;Washington;Partial College;Skilled Manual;25001-50000;No
3441;19349;Individuo;Masculino;45001;Essen;Hamburg;Partial College;Clerical;25001-50000;Sí
3442;29319;Individuo;Masculino;2138;Rhodes;New South Wales;Partial College;Skilled Manual;50001-75000;Sí
3443;22617;Individuo;Masculino;91054;Erlangen;Bayern;Graduate Degree;Clerical;25001-50000;No
3444;23018;Individuo;Masculino;98052;Redmond;Washington;Graduate Degree;Skilled Manual;50001-75000;Sí
3445;17102;Individuo;Masculino;66272;Sulzbach Taunus;Saarland;High School;Manual;25001-50000;No
3446;15248;Individuo;Masculino;98168;Burien;Washington;High School;Skilled Manual;25001-50000;No
3447;23475;Individuo;Masculino;98312;Bremerton;Washington;Graduate Degree;Management;25001-50000;Sí
3448;24733;Individuo;Masculino;V3A 4R2;Langley;British Columbia;Graduate Degree;Skilled Manual;75001-100000;No
3449;12838;Individuo;Masculino;66578;Neunkirchen;Saarland;Bachelors ;Professional;25001-50000;No
3450;21237;Individuo;Masculino;92625;Newport Beach;California;High School;Skilled Manual;25001-50000;No
3451;24652;Individuo;Masculino;98020;Edmonds;Washington;Partial High School;Clerical;0-25000;Sí
3452;16330;Individuo;Masculino;78400;Chatou;Yveline;Partial College;Clerical;25001-50000;No
3453;15137;Individuo;Masculino;1002;Sydney;New South Wales;High School;Management;75001-100000;No
3454;18426;Individuo;Masculino;94536;Fremont;California;Graduate Degree;Management;50001-75000;Sí
3455;13955;Individuo;Masculino;2500;Wollongong;New South Wales;Bachelors ;Professional;75001-100000;Sí
3456;24991;Individuo;Masculino;98027;Issaquah;Washington;Partial High School;Skilled Manual;50001-75000;Sí
3457;29043;Individuo;Masculino;V3L 1E7;Westminster;British Columbia;Bachelors ;Management;75001-100000;No
3458;15344;Individuo;Masculino;94303;Palo Alto;California;Partial College;Professional;50001-75000;Sí
3459;11096;Individuo;Masculino;2055;North Sydney;New South Wales;Bachelors ;Professional;50001-75000;Sí
3460;16451;Individuo;Masculino;63151;Mühlheim;Hamburg;Partial College;Clerical;25001-50000;No
3461;13867;Individuo;Masculino;98036;Lynnwood;Washington;Bachelors ;Skilled Manual;25001-50000;Sí
3462;17210;Individuo;Masculino;33041;Paderborn;Hamburg;Partial College;Professional;greater than 100000;Sí
3463;12054;Individuo;Masculino;V2M1P1;Newton;British Columbia;Bachelors ;Management;75001-100000;Sí
3464;15151;Individuo;Masculino;2060;Lavender Bay;New South Wales;Partial High School;Professional;greater than 100000;No
3465;23805;Individuo;Masculino;97034;Lake Oswego;Oregon;High School;Skilled Manual;25001-50000;Sí
3466;18862;Individuo;Masculino;90210;Beverly Hills;California;High School;Professional;50001-75000;Sí
3467;28856;Individuo;Masculino;99202;Spokane;Washington;Bachelors ;Skilled Manual;50001-75000;Sí
3468;18876;Individuo;Masculino;90210;Beverly Hills;California;Graduate Degree;Management;50001-75000;Sí
3469;20281;Individuo;Masculino;98011;Bothell;Washington;High School;Skilled Manual;25001-50000;No
3470;20281;Individuo;Masculino;98107;Ballard;Washington;High School;Skilled Manual;25001-50000;No
3471;28526;Individuo;Masculino;NT20;Newcastle upon Tyne;England;High School;Manual;0-25000;Sí
3472;24161;Individuo;Masculino;2580;Goulburn;New South Wales;Partial College;Manual;0-25000;No
3473;15397;Individuo;Masculino;91502;Burbank;California;Partial College;Professional;greater than 100000;Sí
3474;13744;Individuo;Masculino;98312;Bremerton;Washington;Partial College;Clerical;25001-50000;Sí
3475;23321;Individuo;Masculino;3000;Melbourne;Victoria;Partial High School;Clerical;0-25000;Sí
3476;21928;Individuo;Masculino;94014;Colma;California;Graduate Degree;Professional;50001-75000;No
3477;12835;Individuo;Masculino;85049;Ingolstadt;Bayern;Partial High School;Manual;0-25000;Sí
3478;11019;Individuo;Masculino;V3A 4R2;Langley;British Columbia;High School;Skilled Manual;25001-50000;No
3479;14218;Individuo;Masculino;3429;Sunbury;Victoria;Bachelors ;Professional;75001-100000;No
3480;23005;Individuo;Masculino;97205;Portland;Oregon;High School;Skilled Manual;25001-50000;No
3481;13365;Individuo;Masculino;94519;Concord;California;Bachelors ;Management;50001-75000;Sí
3482;28981;Individuo;Masculino;94063;Redwood City;California;Graduate Degree;Management;50001-75000;Sí
3483;24768;Individuo;Masculino;94014;Colma;California;Graduate Degree;Skilled Manual;25001-50000;Sí
3484;14264;Individuo;Masculino;3198;Seaford;Victoria;Partial College;Skilled Manual;75001-100000;Sí
3485;22996;Individuo;Masculino;V9;Langford;British Columbia;Bachelors ;Management;75001-100000;No
3486;11858;Individuo;Masculino;91776;San Gabriel;California;High School;Skilled Manual;25001-50000;Sí
3487;15609;Individuo;Masculino;93500;Pantin;Seine Saint Denis;Partial High School;Manual;0-25000;No
