fecha_id;fecha;anio;trimestre;nombre_trimestre;mes;nombre_mes;semana;dia_de_la_semana_num;nombre_del_dia;dia_del_mes;dia_del_anio;aniotrimestre;aniomes;aniosemana;es_fin_de_semana;dias_totales_del_mes
20090331;2009-03-31;2009;1;Q1;3;March;14;3;Wednesday;31;90;200901;200903;200914;f;31
20090401;2009-04-01;2009;2;Q2;4;April;14;4;Thursday;1;91;200902;200904;200914;f;30
20090402;2009-04-02;2009;2;Q2;4;April;14;5;Friday;2;92;200902;200904;200914;f;30
20090403;2009-04-03;2009;2;Q2;4;April;14;6;Saturday;3;93;200902;200904;200914;t;30
20090404;2009-04-04;2009;2;Q2;4;April;14;7;Sunday;4;94;200902;200904;200914;t;30
20090405;2009-04-05;2009;2;Q2;4;April;14;1;Monday;5;95;200902;200904;200914;f;30
20090406;2009-04-06;2009;2;Q2;4;April;15;2;Tuesday;6;96;200902;200904;200915;f;30
20090407;2009-04-07;2009;2;Q2;4;April;15;3;Wednesday;7;97;200902;200904;200915;f;30
20090408;2009-04-08;2009;2;Q2;4;April;15;4;Thursday;8;98;200902;200904;200915;f;30
20090409;2009-04-09;2009;2;Q2;4;April;15;5;Friday;9;99;200902;200904;200915;f;30
20090410;2009-04-10;2009;2;Q2;4;April;15;6;Saturday;10;100;200902;200904;200915;t;30
20090411;2009-04-11;2009;2;Q2;4;April;15;7;Sunday;11;101;200902;200904;200915;t;30
20090412;2009-04-12;2009;2;Q2;4;April;15;1;Monday;12;102;200902;200904;200915;f;30
20090413;2009-04-13;2009;2;Q2;4;April;16;2;Tuesday;13;103;200902;200904;200916;f;30
20090414;2009-04-14;2009;2;Q2;4;April;16;3;Wednesday;14;104;200902;200904;200916;f;30
20090415;2009-04-15;2009;2;Q2;4;April;16;4;Thursday;15;105;200902;200904;200916;f;30
20090416;2009-04-16;2009;2;Q2;4;April;16;5;Friday;16;106;200902;200904;200916;f;30
20090417;2009-04-17;2009;2;Q2;4;April;16;6;Saturday;17;107;200902;200904;200916;t;30
20090418;2009-04-18;2009;2;Q2;4;April;16;7;Sunday;18;108;200902;200904;200916;t;30
20090419;2009-04-19;2009;2;Q2;4;April;16;1;Monday;19;109;200902;200904;200916;f;30
20090420;2009-04-20;2009;2;Q2;4;April;17;2;Tuesday;20;110;200902;200904;200917;f;30
20090421;2009-04-21;2009;2;Q2;4;April;17;3;Wednesday;21;111;200902;200904;200917;f;30
20090422;2009-04-22;2009;2;Q2;4;April;17;4;Thursday;22;112;200902;200904;200917;f;30
20090423;2009-04-23;2009;2;Q2;4;April;17;5;Friday;23;113;200902;200904;200917;f;30
20090424;2009-04-24;2009;2;Q2;4;April;17;6;Saturday;24;114;200902;200904;200917;t;30
20090425;2009-04-25;2009;2;Q2;4;April;17;7;Sunday;25;115;200902;200904;200917;t;30
20090426;2009-04-26;2009;2;Q2;4;April;17;1;Monday;26;116;200902;200904;200917;f;30
20090427;2009-04-27;2009;2;Q2;4;April;18;2;Tuesday;27;117;200902;200904;200918;f;30
20090428;2009-04-28;2009;2;Q2;4;April;18;3;Wednesday;28;118;200902;200904;200918;f;30
20090429;2009-04-29;2009;2;Q2;4;April;18;4;Thursday;29;119;200902;200904;200918;f;30
20090430;2009-04-30;2009;2;Q2;4;April;18;5;Friday;30;120;200902;200904;200918;f;30
20090501;2009-05-01;2009;2;Q2;5;May;18;6;Saturday;1;121;200902;200905;200918;t;31
20090502;2009-05-02;2009;2;Q2;5;May;18;7;Sunday;2;122;200902;200905;200918;t;31
20090503;2009-05-03;2009;2;Q2;5;May;18;1;Monday;3;123;200902;200905;200918;f;31
20090504;2009-05-04;2009;2;Q2;5;May;19;2;Tuesday;4;124;200902;200905;200919;f;31
20090505;2009-05-05;2009;2;Q2;5;May;19;3;Wednesday;5;125;200902;200905;200919;f;31
20090506;2009-05-06;2009;2;Q2;5;May;19;4;Thursday;6;126;200902;200905;200919;f;31
20090507;2009-05-07;2009;2;Q2;5;May;19;5;Friday;7;127;200902;200905;200919;f;31
20090508;2009-05-08;2009;2;Q2;5;May;19;6;Saturday;8;128;200902;200905;200919;t;31
20090509;2009-05-09;2009;2;Q2;5;May;19;7;Sunday;9;129;200902;200905;200919;t;31
20090510;2009-05-10;2009;2;Q2;5;May;19;1;Monday;10;130;200902;200905;200919;f;31
20090511;2009-05-11;2009;2;Q2;5;May;20;2;Tuesday;11;131;200902;200905;200920;f;31
20090512;2009-05-12;2009;2;Q2;5;May;20;3;Wednesday;12;132;200902;200905;200920;f;31
20090513;2009-05-13;2009;2;Q2;5;May;20;4;Thursday;13;133;200902;200905;200920;f;31
20090514;2009-05-14;2009;2;Q2;5;May;20;5;Friday;14;134;200902;200905;200920;f;31
20090515;2009-05-15;2009;2;Q2;5;May;20;6;Saturday;15;135;200902;200905;200920;t;31
20090516;2009-05-16;2009;2;Q2;5;May;20;7;Sunday;16;136;200902;200905;200920;t;31
20090517;2009-05-17;2009;2;Q2;5;May;20;1;Monday;17;137;200902;200905;200920;f;31
20090518;2009-05-18;2009;2;Q2;5;May;21;2;Tuesday;18;138;200902;200905;200921;f;31
20090519;2009-05-19;2009;2;Q2;5;May;21;3;Wednesday;19;139;200902;200905;200921;f;31
20090520;2009-05-20;2009;2;Q2;5;May;21;4;Thursday;20;140;200902;200905;200921;f;31
20090521;2009-05-21;2009;2;Q2;5;May;21;5;Friday;21;141;200902;200905;200921;f;31
20090522;2009-05-22;2009;2;Q2;5;May;21;6;Saturday;22;142;200902;200905;200921;t;31
20090523;2009-05-23;2009;2;Q2;5;May;21;7;Sunday;23;143;200902;200905;200921;t;31
20090524;2009-05-24;2009;2;Q2;5;May;21;1;Monday;24;144;200902;200905;200921;f;31
20090525;2009-05-25;2009;2;Q2;5;May;22;2;Tuesday;25;145;200902;200905;200922;f;31
20090526;2009-05-26;2009;2;Q2;5;May;22;3;Wednesday;26;146;200902;200905;200922;f;31
20090527;2009-05-27;2009;2;Q2;5;May;22;4;Thursday;27;147;200902;200905;200922;f;31
20090528;2009-05-28;2009;2;Q2;5;May;22;5;Friday;28;148;200902;200905;200922;f;31
20090529;2009-05-29;2009;2;Q2;5;May;22;6;Saturday;29;149;200902;200905;200922;t;31
20090530;2009-05-30;2009;2;Q2;5;May;22;7;Sunday;30;150;200902;200905;200922;t;31
20090531;2009-05-31;2009;2;Q2;5;May;22;1;Monday;31;151;200902;200905;200922;f;31
20090601;2009-06-01;2009;2;Q2;6;June;23;2;Tuesday;1;152;200902;200906;200923;f;30
20090602;2009-06-02;2009;2;Q2;6;June;23;3;Wednesday;2;153;200902;200906;200923;f;30
20090603;2009-06-03;2009;2;Q2;6;June;23;4;Thursday;3;154;200902;200906;200923;f;30
20090604;2009-06-04;2009;2;Q2;6;June;23;5;Friday;4;155;200902;200906;200923;f;30
20090605;2009-06-05;2009;2;Q2;6;June;23;6;Saturday;5;156;200902;200906;200923;t;30
20090606;2009-06-06;2009;2;Q2;6;June;23;7;Sunday;6;157;200902;200906;200923;t;30
20090607;2009-06-07;2009;2;Q2;6;June;23;1;Monday;7;158;200902;200906;200923;f;30
20090608;2009-06-08;2009;2;Q2;6;June;24;2;Tuesday;8;159;200902;200906;200924;f;30
20090609;2009-06-09;2009;2;Q2;6;June;24;3;Wednesday;9;160;200902;200906;200924;f;30
20090610;2009-06-10;2009;2;Q2;6;June;24;4;Thursday;10;161;200902;200906;200924;f;30
20090611;2009-06-11;2009;2;Q2;6;June;24;5;Friday;11;162;200902;200906;200924;f;30
20090612;2009-06-12;2009;2;Q2;6;June;24;6;Saturday;12;163;200902;200906;200924;t;30
20090613;2009-06-13;2009;2;Q2;6;June;24;7;Sunday;13;164;200902;200906;200924;t;30
20090614;2009-06-14;2009;2;Q2;6;June;24;1;Monday;14;165;200902;200906;200924;f;30
20090615;2009-06-15;2009;2;Q2;6;June;25;2;Tuesday;15;166;200902;200906;200925;f;30
20090616;2009-06-16;2009;2;Q2;6;June;25;3;Wednesday;16;167;200902;200906;200925;f;30
20090617;2009-06-17;2009;2;Q2;6;June;25;4;Thursday;17;168;200902;200906;200925;f;30
20090618;2009-06-18;2009;2;Q2;6;June;25;5;Friday;18;169;200902;200906;200925;f;30
20090619;2009-06-19;2009;2;Q2;6;June;25;6;Saturday;19;170;200902;200906;200925;t;30
20090620;2009-06-20;2009;2;Q2;6;June;25;7;Sunday;20;171;200902;200906;200925;t;30
20090621;2009-06-21;2009;2;Q2;6;June;25;1;Monday;21;172;200902;200906;200925;f;30
20090622;2009-06-22;2009;2;Q2;6;June;26;2;Tuesday;22;173;200902;200906;200926;f;30
20090623;2009-06-23;2009;2;Q2;6;June;26;3;Wednesday;23;174;200902;200906;200926;f;30
20090624;2009-06-24;2009;2;Q2;6;June;26;4;Thursday;24;175;200902;200906;200926;f;30
20090625;2009-06-25;2009;2;Q2;6;June;26;5;Friday;25;176;200902;200906;200926;f;30
20090626;2009-06-26;2009;2;Q2;6;June;26;6;Saturday;26;177;200902;200906;200926;t;30
20090627;2009-06-27;2009;2;Q2;6;June;26;7;Sunday;27;178;200902;200906;200926;t;30
20090628;2009-06-28;2009;2;Q2;6;June;26;1;Monday;28;179;200902;200906;200926;f;30
20090629;2009-06-29;2009;2;Q2;6;June;27;2;Tuesday;29;180;200902;200906;200927;f;30
20090630;2009-06-30;2009;2;Q2;6;June;27;3;Wednesday;30;181;200902;200906;200927;f;30
20090701;2009-07-01;2009;3;Q3;7;July;27;4;Thursday;1;182;200903;200907;200927;f;31
20090702;2009-07-02;2009;3;Q3;7;July;27;5;Friday;2;183;200903;200907;200927;f;31
20090703;2009-07-03;2009;3;Q3;7;July;27;6;Saturday;3;184;200903;200907;200927;t;31
20090704;2009-07-04;2009;3;Q3;7;July;27;7;Sunday;4;185;200903;200907;200927;t;31
20090705;2009-07-05;2009;3;Q3;7;July;27;1;Monday;5;186;200903;200907;200927;f;31
20090706;2009-07-06;2009;3;Q3;7;July;28;2;Tuesday;6;187;200903;200907;200928;f;31
20090707;2009-07-07;2009;3;Q3;7;July;28;3;Wednesday;7;188;200903;200907;200928;f;31
20090708;2009-07-08;2009;3;Q3;7;July;28;4;Thursday;8;189;200903;200907;200928;f;31
20090709;2009-07-09;2009;3;Q3;7;July;28;5;Friday;9;190;200903;200907;200928;f;31
20090710;2009-07-10;2009;3;Q3;7;July;28;6;Saturday;10;191;200903;200907;200928;t;31
20090711;2009-07-11;2009;3;Q3;7;July;28;7;Sunday;11;192;200903;200907;200928;t;31
20090712;2009-07-12;2009;3;Q3;7;July;28;1;Monday;12;193;200903;200907;200928;f;31
20090713;2009-07-13;2009;3;Q3;7;July;29;2;Tuesday;13;194;200903;200907;200929;f;31
20090714;2009-07-14;2009;3;Q3;7;July;29;3;Wednesday;14;195;200903;200907;200929;f;31
20090715;2009-07-15;2009;3;Q3;7;July;29;4;Thursday;15;196;200903;200907;200929;f;31
20090716;2009-07-16;2009;3;Q3;7;July;29;5;Friday;16;197;200903;200907;200929;f;31
20090717;2009-07-17;2009;3;Q3;7;July;29;6;Saturday;17;198;200903;200907;200929;t;31
20090718;2009-07-18;2009;3;Q3;7;July;29;7;Sunday;18;199;200903;200907;200929;t;31
20090719;2009-07-19;2009;3;Q3;7;July;29;1;Monday;19;200;200903;200907;200929;f;31
20090720;2009-07-20;2009;3;Q3;7;July;30;2;Tuesday;20;201;200903;200907;200930;f;31
20090721;2009-07-21;2009;3;Q3;7;July;30;3;Wednesday;21;202;200903;200907;200930;f;31
20090722;2009-07-22;2009;3;Q3;7;July;30;4;Thursday;22;203;200903;200907;200930;f;31
20090723;2009-07-23;2009;3;Q3;7;July;30;5;Friday;23;204;200903;200907;200930;f;31
20090724;2009-07-24;2009;3;Q3;7;July;30;6;Saturday;24;205;200903;200907;200930;t;31
20090725;2009-07-25;2009;3;Q3;7;July;30;7;Sunday;25;206;200903;200907;200930;t;31
20090726;2009-07-26;2009;3;Q3;7;July;30;1;Monday;26;207;200903;200907;200930;f;31
20090727;2009-07-27;2009;3;Q3;7;July;31;2;Tuesday;27;208;200903;200907;200931;f;31
20090728;2009-07-28;2009;3;Q3;7;July;31;3;Wednesday;28;209;200903;200907;200931;f;31
20090729;2009-07-29;2009;3;Q3;7;July;31;4;Thursday;29;210;200903;200907;200931;f;31
20090730;2009-07-30;2009;3;Q3;7;July;31;5;Friday;30;211;200903;200907;200931;f;31
20090731;2009-07-31;2009;3;Q3;7;July;31;6;Saturday;31;212;200903;200907;200931;t;31
20090801;2009-08-01;2009;3;Q3;8;August;31;7;Sunday;1;213;200903;200908;200931;t;31
20090802;2009-08-02;2009;3;Q3;8;August;31;1;Monday;2;214;200903;200908;200931;f;31
20090803;2009-08-03;2009;3;Q3;8;August;32;2;Tuesday;3;215;200903;200908;200932;f;31
20090804;2009-08-04;2009;3;Q3;8;August;32;3;Wednesday;4;216;200903;200908;200932;f;31
20090805;2009-08-05;2009;3;Q3;8;August;32;4;Thursday;5;217;200903;200908;200932;f;31
20090806;2009-08-06;2009;3;Q3;8;August;32;5;Friday;6;218;200903;200908;200932;f;31
20090807;2009-08-07;2009;3;Q3;8;August;32;6;Saturday;7;219;200903;200908;200932;t;31
20090808;2009-08-08;2009;3;Q3;8;August;32;7;Sunday;8;220;200903;200908;200932;t;31
20090809;2009-08-09;2009;3;Q3;8;August;32;1;Monday;9;221;200903;200908;200932;f;31
20090810;2009-08-10;2009;3;Q3;8;August;33;2;Tuesday;10;222;200903;200908;200933;f;31
20090811;2009-08-11;2009;3;Q3;8;August;33;3;Wednesday;11;223;200903;200908;200933;f;31
20090812;2009-08-12;2009;3;Q3;8;August;33;4;Thursday;12;224;200903;200908;200933;f;31
20090813;2009-08-13;2009;3;Q3;8;August;33;5;Friday;13;225;200903;200908;200933;f;31
20090814;2009-08-14;2009;3;Q3;8;August;33;6;Saturday;14;226;200903;200908;200933;t;31
20090815;2009-08-15;2009;3;Q3;8;August;33;7;Sunday;15;227;200903;200908;200933;t;31
20090816;2009-08-16;2009;3;Q3;8;August;33;1;Monday;16;228;200903;200908;200933;f;31
20090817;2009-08-17;2009;3;Q3;8;August;34;2;Tuesday;17;229;200903;200908;200934;f;31
20090818;2009-08-18;2009;3;Q3;8;August;34;3;Wednesday;18;230;200903;200908;200934;f;31
20090819;2009-08-19;2009;3;Q3;8;August;34;4;Thursday;19;231;200903;200908;200934;f;31
20090820;2009-08-20;2009;3;Q3;8;August;34;5;Friday;20;232;200903;200908;200934;f;31
20090821;2009-08-21;2009;3;Q3;8;August;34;6;Saturday;21;233;200903;200908;200934;t;31
20090822;2009-08-22;2009;3;Q3;8;August;34;7;Sunday;22;234;200903;200908;200934;t;31
20090823;2009-08-23;2009;3;Q3;8;August;34;1;Monday;23;235;200903;200908;200934;f;31
20090824;2009-08-24;2009;3;Q3;8;August;35;2;Tuesday;24;236;200903;200908;200935;f;31
20090825;2009-08-25;2009;3;Q3;8;August;35;3;Wednesday;25;237;200903;200908;200935;f;31
20090826;2009-08-26;2009;3;Q3;8;August;35;4;Thursday;26;238;200903;200908;200935;f;31
20090827;2009-08-27;2009;3;Q3;8;August;35;5;Friday;27;239;200903;200908;200935;f;31
20090828;2009-08-28;2009;3;Q3;8;August;35;6;Saturday;28;240;200903;200908;200935;t;31
20090829;2009-08-29;2009;3;Q3;8;August;35;7;Sunday;29;241;200903;200908;200935;t;31
20090830;2009-08-30;2009;3;Q3;8;August;35;1;Monday;30;242;200903;200908;200935;f;31
20090831;2009-08-31;2009;3;Q3;8;August;36;2;Tuesday;31;243;200903;200908;200936;f;31
20090901;2009-09-01;2009;3;Q3;9;September;36;3;Wednesday;1;244;200903;200909;200936;f;30
20090902;2009-09-02;2009;3;Q3;9;September;36;4;Thursday;2;245;200903;200909;200936;f;30
20090903;2009-09-03;2009;3;Q3;9;September;36;5;Friday;3;246;200903;200909;200936;f;30
20090904;2009-09-04;2009;3;Q3;9;September;36;6;Saturday;4;247;200903;200909;200936;t;30
20090905;2009-09-05;2009;3;Q3;9;September;36;7;Sunday;5;248;200903;200909;200936;t;30
20090906;2009-09-06;2009;3;Q3;9;September;36;1;Monday;6;249;200903;200909;200936;f;30
20090907;2009-09-07;2009;3;Q3;9;September;37;2;Tuesday;7;250;200903;200909;200937;f;30
20090908;2009-09-08;2009;3;Q3;9;September;37;3;Wednesday;8;251;200903;200909;200937;f;30
20090909;2009-09-09;2009;3;Q3;9;September;37;4;Thursday;9;252;200903;200909;200937;f;30
20090910;2009-09-10;2009;3;Q3;9;September;37;5;Friday;10;253;200903;200909;200937;f;30
20090911;2009-09-11;2009;3;Q3;9;September;37;6;Saturday;11;254;200903;200909;200937;t;30
20090912;2009-09-12;2009;3;Q3;9;September;37;7;Sunday;12;255;200903;200909;200937;t;30
20090913;2009-09-13;2009;3;Q3;9;September;37;1;Monday;13;256;200903;200909;200937;f;30
20090914;2009-09-14;2009;3;Q3;9;September;38;2;Tuesday;14;257;200903;200909;200938;f;30
20090915;2009-09-15;2009;3;Q3;9;September;38;3;Wednesday;15;258;200903;200909;200938;f;30
20090916;2009-09-16;2009;3;Q3;9;September;38;4;Thursday;16;259;200903;200909;200938;f;30
20090917;2009-09-17;2009;3;Q3;9;September;38;5;Friday;17;260;200903;200909;200938;f;30
20090918;2009-09-18;2009;3;Q3;9;September;38;6;Saturday;18;261;200903;200909;200938;t;30
20090919;2009-09-19;2009;3;Q3;9;September;38;7;Sunday;19;262;200903;200909;200938;t;30
20090920;2009-09-20;2009;3;Q3;9;September;38;1;Monday;20;263;200903;200909;200938;f;30
20090921;2009-09-21;2009;3;Q3;9;September;39;2;Tuesday;21;264;200903;200909;200939;f;30
20090922;2009-09-22;2009;3;Q3;9;September;39;3;Wednesday;22;265;200903;200909;200939;f;30
20090923;2009-09-23;2009;3;Q3;9;September;39;4;Thursday;23;266;200903;200909;200939;f;30
20090924;2009-09-24;2009;3;Q3;9;September;39;5;Friday;24;267;200903;200909;200939;f;30
20090925;2009-09-25;2009;3;Q3;9;September;39;6;Saturday;25;268;200903;200909;200939;t;30
20090926;2009-09-26;2009;3;Q3;9;September;39;7;Sunday;26;269;200903;200909;200939;t;30
20090927;2009-09-27;2009;3;Q3;9;September;39;1;Monday;27;270;200903;200909;200939;f;30
20090928;2009-09-28;2009;3;Q3;9;September;40;2;Tuesday;28;271;200903;200909;200940;f;30
20090929;2009-09-29;2009;3;Q3;9;September;40;3;Wednesday;29;272;200903;200909;200940;f;30
20090930;2009-09-30;2009;3;Q3;9;September;40;4;Thursday;30;273;200903;200909;200940;f;30
20091001;2009-10-01;2009;4;Q4;10;October;40;5;Friday;1;274;200904;200910;200940;f;31
20091002;2009-10-02;2009;4;Q4;10;October;40;6;Saturday;2;275;200904;200910;200940;t;31
20091003;2009-10-03;2009;4;Q4;10;October;40;7;Sunday;3;276;200904;200910;200940;t;31
20091004;2009-10-04;2009;4;Q4;10;October;40;1;Monday;4;277;200904;200910;200940;f;31
20091005;2009-10-05;2009;4;Q4;10;October;41;2;Tuesday;5;278;200904;200910;200941;f;31
20091006;2009-10-06;2009;4;Q4;10;October;41;3;Wednesday;6;279;200904;200910;200941;f;31
20091007;2009-10-07;2009;4;Q4;10;October;41;4;Thursday;7;280;200904;200910;200941;f;31
20091008;2009-10-08;2009;4;Q4;10;October;41;5;Friday;8;281;200904;200910;200941;f;31
20091009;2009-10-09;2009;4;Q4;10;October;41;6;Saturday;9;282;200904;200910;200941;t;31
20091010;2009-10-10;2009;4;Q4;10;October;41;7;Sunday;10;283;200904;200910;200941;t;31
20091011;2009-10-11;2009;4;Q4;10;October;41;1;Monday;11;284;200904;200910;200941;f;31
20091012;2009-10-12;2009;4;Q4;10;October;42;2;Tuesday;12;285;200904;200910;200942;f;31
20091013;2009-10-13;2009;4;Q4;10;October;42;3;Wednesday;13;286;200904;200910;200942;f;31
20091014;2009-10-14;2009;4;Q4;10;October;42;4;Thursday;14;287;200904;200910;200942;f;31
20091015;2009-10-15;2009;4;Q4;10;October;42;5;Friday;15;288;200904;200910;200942;f;31
20091016;2009-10-16;2009;4;Q4;10;October;42;6;Saturday;16;289;200904;200910;200942;t;31
20091017;2009-10-17;2009;4;Q4;10;October;42;7;Sunday;17;290;200904;200910;200942;t;31
20091018;2009-10-18;2009;4;Q4;10;October;42;1;Monday;18;291;200904;200910;200942;f;31
20091019;2009-10-19;2009;4;Q4;10;October;43;2;Tuesday;19;292;200904;200910;200943;f;31
20091020;2009-10-20;2009;4;Q4;10;October;43;3;Wednesday;20;293;200904;200910;200943;f;31
20091021;2009-10-21;2009;4;Q4;10;October;43;4;Thursday;21;294;200904;200910;200943;f;31
20091022;2009-10-22;2009;4;Q4;10;October;43;5;Friday;22;295;200904;200910;200943;f;31
20091023;2009-10-23;2009;4;Q4;10;October;43;6;Saturday;23;296;200904;200910;200943;t;31
20091024;2009-10-24;2009;4;Q4;10;October;43;7;Sunday;24;297;200904;200910;200943;t;31
20091025;2009-10-25;2009;4;Q4;10;October;43;1;Monday;25;298;200904;200910;200943;f;31
20091026;2009-10-26;2009;4;Q4;10;October;44;2;Tuesday;26;299;200904;200910;200944;f;31
20091027;2009-10-27;2009;4;Q4;10;October;44;3;Wednesday;27;300;200904;200910;200944;f;31
20091028;2009-10-28;2009;4;Q4;10;October;44;4;Thursday;28;301;200904;200910;200944;f;31
20091029;2009-10-29;2009;4;Q4;10;October;44;5;Friday;29;302;200904;200910;200944;f;31
20091030;2009-10-30;2009;4;Q4;10;October;44;6;Saturday;30;303;200904;200910;200944;t;31
20091031;2009-10-31;2009;4;Q4;10;October;44;7;Sunday;31;304;200904;200910;200944;t;31
20091101;2009-11-01;2009;4;Q4;11;November;44;1;Monday;1;305;200904;200911;200944;f;30
20091102;2009-11-02;2009;4;Q4;11;November;45;2;Tuesday;2;306;200904;200911;200945;f;30
20091103;2009-11-03;2009;4;Q4;11;November;45;3;Wednesday;3;307;200904;200911;200945;f;30
20091104;2009-11-04;2009;4;Q4;11;November;45;4;Thursday;4;308;200904;200911;200945;f;30
20091105;2009-11-05;2009;4;Q4;11;November;45;5;Friday;5;309;200904;200911;200945;f;30
20091106;2009-11-06;2009;4;Q4;11;November;45;6;Saturday;6;310;200904;200911;200945;t;30
20091107;2009-11-07;2009;4;Q4;11;November;45;7;Sunday;7;311;200904;200911;200945;t;30
20091108;2009-11-08;2009;4;Q4;11;November;45;1;Monday;8;312;200904;200911;200945;f;30
20091109;2009-11-09;2009;4;Q4;11;November;46;2;Tuesday;9;313;200904;200911;200946;f;30
20091110;2009-11-10;2009;4;Q4;11;November;46;3;Wednesday;10;314;200904;200911;200946;f;30
20091111;2009-11-11;2009;4;Q4;11;November;46;4;Thursday;11;315;200904;200911;200946;f;30
20091112;2009-11-12;2009;4;Q4;11;November;46;5;Friday;12;316;200904;200911;200946;f;30
20091113;2009-11-13;2009;4;Q4;11;November;46;6;Saturday;13;317;200904;200911;200946;t;30
20091114;2009-11-14;2009;4;Q4;11;November;46;7;Sunday;14;318;200904;200911;200946;t;30
20091115;2009-11-15;2009;4;Q4;11;November;46;1;Monday;15;319;200904;200911;200946;f;30
20091116;2009-11-16;2009;4;Q4;11;November;47;2;Tuesday;16;320;200904;200911;200947;f;30
20091117;2009-11-17;2009;4;Q4;11;November;47;3;Wednesday;17;321;200904;200911;200947;f;30
20091118;2009-11-18;2009;4;Q4;11;November;47;4;Thursday;18;322;200904;200911;200947;f;30
20091119;2009-11-19;2009;4;Q4;11;November;47;5;Friday;19;323;200904;200911;200947;f;30
20091120;2009-11-20;2009;4;Q4;11;November;47;6;Saturday;20;324;200904;200911;200947;t;30
20091121;2009-11-21;2009;4;Q4;11;November;47;7;Sunday;21;325;200904;200911;200947;t;30
20091122;2009-11-22;2009;4;Q4;11;November;47;1;Monday;22;326;200904;200911;200947;f;30
20091123;2009-11-23;2009;4;Q4;11;November;48;2;Tuesday;23;327;200904;200911;200948;f;30
20091124;2009-11-24;2009;4;Q4;11;November;48;3;Wednesday;24;328;200904;200911;200948;f;30
20091125;2009-11-25;2009;4;Q4;11;November;48;4;Thursday;25;329;200904;200911;200948;f;30
20091126;2009-11-26;2009;4;Q4;11;November;48;5;Friday;26;330;200904;200911;200948;f;30
20091127;2009-11-27;2009;4;Q4;11;November;48;6;Saturday;27;331;200904;200911;200948;t;30
20091128;2009-11-28;2009;4;Q4;11;November;48;7;Sunday;28;332;200904;200911;200948;t;30
20091129;2009-11-29;2009;4;Q4;11;November;48;1;Monday;29;333;200904;200911;200948;f;30
20091130;2009-11-30;2009;4;Q4;11;November;49;2;Tuesday;30;334;200904;200911;200949;f;30
20091201;2009-12-01;2009;4;Q4;12;December;49;3;Wednesday;1;335;200904;200912;200949;f;31
20091202;2009-12-02;2009;4;Q4;12;December;49;4;Thursday;2;336;200904;200912;200949;f;31
20091203;2009-12-03;2009;4;Q4;12;December;49;5;Friday;3;337;200904;200912;200949;f;31
20091204;2009-12-04;2009;4;Q4;12;December;49;6;Saturday;4;338;200904;200912;200949;t;31
20091205;2009-12-05;2009;4;Q4;12;December;49;7;Sunday;5;339;200904;200912;200949;t;31
20091206;2009-12-06;2009;4;Q4;12;December;49;1;Monday;6;340;200904;200912;200949;f;31
20091207;2009-12-07;2009;4;Q4;12;December;50;2;Tuesday;7;341;200904;200912;200950;f;31
20091208;2009-12-08;2009;4;Q4;12;December;50;3;Wednesday;8;342;200904;200912;200950;f;31
20091209;2009-12-09;2009;4;Q4;12;December;50;4;Thursday;9;343;200904;200912;200950;f;31
20091210;2009-12-10;2009;4;Q4;12;December;50;5;Friday;10;344;200904;200912;200950;f;31
20091211;2009-12-11;2009;4;Q4;12;December;50;6;Saturday;11;345;200904;200912;200950;t;31
20091212;2009-12-12;2009;4;Q4;12;December;50;7;Sunday;12;346;200904;200912;200950;t;31
20091213;2009-12-13;2009;4;Q4;12;December;50;1;Monday;13;347;200904;200912;200950;f;31
20091214;2009-12-14;2009;4;Q4;12;December;51;2;Tuesday;14;348;200904;200912;200951;f;31
20091215;2009-12-15;2009;4;Q4;12;December;51;3;Wednesday;15;349;200904;200912;200951;f;31
20091216;2009-12-16;2009;4;Q4;12;December;51;4;Thursday;16;350;200904;200912;200951;f;31
20091217;2009-12-17;2009;4;Q4;12;December;51;5;Friday;17;351;200904;200912;200951;f;31
20091218;2009-12-18;2009;4;Q4;12;December;51;6;Saturday;18;352;200904;200912;200951;t;31
20091219;2009-12-19;2009;4;Q4;12;December;51;7;Sunday;19;353;200904;200912;200951;t;31
20091220;2009-12-20;2009;4;Q4;12;December;51;1;Monday;20;354;200904;200912;200951;f;31
20091221;2009-12-21;2009;4;Q4;12;December;52;2;Tuesday;21;355;200904;200912;200952;f;31
20091222;2009-12-22;2009;4;Q4;12;December;52;3;Wednesday;22;356;200904;200912;200952;f;31
20091223;2009-12-23;2009;4;Q4;12;December;52;4;Thursday;23;357;200904;200912;200952;f;31
20091224;2009-12-24;2009;4;Q4;12;December;52;5;Friday;24;358;200904;200912;200952;f;31
20091225;2009-12-25;2009;4;Q4;12;December;52;6;Saturday;25;359;200904;200912;200952;t;31
20091226;2009-12-26;2009;4;Q4;12;December;52;7;Sunday;26;360;200904;200912;200952;t;31
20091227;2009-12-27;2009;4;Q4;12;December;52;1;Monday;27;361;200904;200912;200952;f;31
20091228;2009-12-28;2009;4;Q4;12;December;53;2;Tuesday;28;362;200904;200912;200953;f;31
20091229;2009-12-29;2009;4;Q4;12;December;53;3;Wednesday;29;363;200904;200912;200953;f;31
20091230;2009-12-30;2009;4;Q4;12;December;53;4;Thursday;30;364;200904;200912;200953;f;31
20091231;2009-12-31;2009;4;Q4;12;December;53;5;Friday;31;365;200904;200912;200953;f;31
20100101;2010-01-01;2010;1;Q1;1;January;53;6;Saturday;1;1;201001;201001;201053;t;31
